uri,title,artist_name,artist_id,album_id,album_name,length,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,class
spotify:track:17aeq3W5rFhsT3GjoTupqx,One More Night - Summernight Extended,L'Esperanza,6nyXzup6Frjec1WOVWQ2Vx,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],398603,False,0,0.615,0.689,2,-11.154,0,0.0302,0.614,0.794,0.0992,0.0381,108.54,29
spotify:track:14w7n7gi635VCb5f7t2OQ5,License To Chill - Pacha Sax Lounge RMX,Natalie Marchenko,2J7hXNU92dhgsEG74j6rC0,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],317811,False,0,0.581,0.511,5,-8.199,0,0.0302,0.262,0.837,0.24,0.4,171.963,9
spotify:track:1EyuAi0986MQuKVwo6BlEc,Miracle - Signfield Mix,Beats & Pieces ft. Fab,2KQdlXjMd5vsgdV5SACOdS,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],261061,False,0,0.66,0.525,5,-10.907,0,0.0325,0.119,0.101,0.098,0.226,118.8,2
spotify:track:77UHUEhxszJ1IKmJDqYULz,San Antonio Sunset - Chill Out Ibiza Dub,Dublication,0Q28iLv1MydqaUGDt4Wmr5,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],265183,False,0,0.654,0.355,0,-13.15,0,0.032,0.493,0.876,0.176,0.131,101.996,9
spotify:track:1LDeVNE0LGkHUpfzmpJjTd,Vuelvo al sur,Gotan Project,44ejFPE33H5aOInxNV2BFP,0WSTozVo7k9jTBUT1jnBcs,Gotan Project live,362746,False,25,0.759,0.463,2,-11.894,0,0.0713,0.0571,0.00251,0.515,0.307,99.245,11
spotify:track:6QzDDocTQWEGKDz4XEeZFv,The Voice Of Buddha - Eyes Of Truth Pt2 - Dalai Lama Tribute,Bhangralution,2wDI5HMRtqJE3uE9VvESzT,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],275736,False,0,0.431,0.705,0,-12.673,0,0.0372,0.629,0.637,0.225,0.198,100.094,2
spotify:track:2FFH9ifqRB3YidNQ1j89cf,No Ordinary Morning,Chicane,5GxyeQagayzZOg4UwffQlD,1sY9ulNGU3wSVkW0L2Mqqp,Behind The Sun,309133,False,0,0.707,0.518,9,-14.302,1,0.0288,0.604,0.12,0.106,0.314,102.01,0
spotify:track:76wt822AIyYoJBdn92DAhF,Sonhando Ipanema,Barrière Feat. Themis,2XR14iT6pcwRYmw3uQzgB9,42QwPvl16mqARqRPJaeAFU,Fresh Tunes 01: For Your Working Pleasure,278640,False,15,0.597,0.778,8,-8.311,0,0.0336,0.00432,0.0025,0.0886,0.79,111.001,21
spotify:track:2VxmXrfvdKptWR4cJt5t04,Marisi,Cantoma,2OCGJk1N7eN9faLPLs07Ax,1jigvvBoY6ENChlLCY0zuJ,Cantoma,404240,False,0,0.739,0.553,2,-12.541,0,0.0647,0.191,0.869,0.0488,0.228,93.963,0
spotify:track:2t9LhEAQXkdTFxoX3V8n72,Yes Boss - Radio Edit,Hess Is More,1fFTIIHpCj2a0Xv5Xls50Q,44DcbmUgx5CqQaGpo77BBl,Yes Boss Mixes,231546,False,0,0.729,0.762,2,-9.078,1,0.0654,0.15,0.468,0.453,0.846,95.458,9
spotify:track:3JNTQoN7w6I5HWH2PcRo5D,Cold Water Music,Aim,1ILwJ5zliBLMsRARQJjOMp,0VTYcSxg3bbdE1iWsxKZRx,Cold Water Music,344266,False,0,0.51,0.857,1,-7.26,0,0.0413,0.00443,0.274,0.241,0.388,106.058,21
spotify:track:3I9LiI3us93jBM5o1yheUk,One (Is the Loneliest Number),The Tao Of Groove,66nWqKHAI8Q8w72wfUqmZa,6ap3E8XRtYGQ2ZdqWt1qep,Brazil Remixed,337226,False,16,0.789,0.494,4,-9.496,0,0.0324,0.407,0.808,0.226,0.781,120.025,29
spotify:track:2oI01MkXgrcM6tmACXPH7t,Playground Love,Air,1P6U1dCeHxPui5pIrGmndZ,7fNNhpLseRKsAhKI39vZac,playground love,212160,False,0,0.349,0.399,7,-10.528,0,0.0289,0.224,0.687,0.356,0.109,143.044,22
spotify:track:4C2KTUGR9XwSv0vy6A8HCr,A Te O Fin Jazz Rework - feat. Carla Alexander,Buscemi,7kgD97FmexIhZQETIJgGVn,0cFcrfXV2QpRBZdesAgEm9,Jazz Works,289880,False,0,0.768,0.663,1,-5.961,0,0.054,0.383,0.437,0.121,0.404,110.033,24
spotify:track:2jvuf7h454hjB2vIFhDn3o,Amerimacka,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,6p1BI7i1XIGzJCr0cfp0US,It Takes A Thief,341532,False,0,0.689,0.675,11,-9.254,0,0.0391,0.258,0.694,0.513,0.354,76.826,12
spotify:track:1cCr1LTytOP840W0mnz5kq,Shadows of Ourselves,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,6p1BI7i1XIGzJCr0cfp0US,It Takes A Thief,219812,False,0,0.751,0.694,7,-9.083,1,0.0378,0.0721,0.908,0.0742,0.58,118.0,14
spotify:track:6CrFvsxDtQ3UkDSzAf1Cxl,Diario De Viaje,Federico Aubele,3FIFlkBCqeOewVa9hiNgwq,6NeGQ5EofV4UnGWZrOUvfa,AOL Music DJ Sessions Mixed by Thievery Corporation,267386,False,0,0.594,0.567,9,-9.49,0,0.0684,0.0906,0.22,0.251,0.177,158.042,22
spotify:track:24OL5bK0JJkHFMutreka7W,L'Amour,Rouge Rouge,5MuLnwZid1jrvahRcyJFU5,2aWxUZOummQK21gAhoga8u,Hôtel Costes - A Decade,258613,False,34,0.833,0.898,2,-7.109,0,0.037,0.24,0.9,0.0799,0.494,94.623,1
spotify:track:5gJdowKAbvyrZvBopn6CLw,Paper Aeroplane,Angus & Julia Stone,4tvKz56Tr39bkhcQUTO0Xr,2aWxUZOummQK21gAhoga8u,Hôtel Costes - A Decade,208960,False,0,0.806,0.533,11,-10.911,1,0.0554,0.522,0.217,0.089,0.459,104.094,0
spotify:track:09zVgAxQdqVVtlUlHi6BNo,The Ballad of Sacco and Vanzetti,Stéphane Pompougnac,5Bn3WjTUxq9ZN3YrXE3QMt,2aWxUZOummQK21gAhoga8u,Hôtel Costes - A Decade,188560,False,28,0.812,0.656,0,-5.458,1,0.0256,0.0744,1.35e-05,0.472,0.749,112.001,5
spotify:track:3YftAT7dgEYeODelh4NCWf,Irresistible Bliss,Chris Botti,3eFo5fMv53RYZBYlvT5Z6a,7gQvwVSqfD2lqzf40WFNQz,Cool - Funk,294613,False,4,0.627,0.29,6,-16.768,1,0.0402,0.63,0.917,0.0941,0.817,78.977,0
spotify:track:0uPBJolEn505OX2G3BV9Hf,A Gentle Dissolve,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,3x31ejKrrjJWXGd6ftaSNu,The Cosmic Game,169626,False,3,0.556,0.454,0,-11.289,1,0.0293,0.106,0.932,0.152,0.327,79.002,22
spotify:track:0fCd2qWv9TCqYjxNlUxl59,Intro / Stronger Than Me,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,7EipJkPSELdLdEBEyCYJX7,Frank (German Version),234106,False,0,0.881,0.473,9,-5.106,0,0.0492,0.0538,0.000243,0.0943,0.728,91.452,7
spotify:track:7hhXx8PK45Hy9yv5y2Pxgw,You Sent Me Flying / Cherry,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,7EipJkPSELdLdEBEyCYJX7,Frank (German Version),410760,False,0,0.648,0.625,0,-6.478,0,0.144,0.482,0.0,0.227,0.291,99.646,22
spotify:track:6iWqDBhlLaFd51ovf2rTRt,Know You Now,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,7EipJkPSELdLdEBEyCYJX7,Frank (German Version),183253,False,0,0.847,0.681,5,-6.166,0,0.0752,0.0372,0.00115,0.0784,0.718,140.692,9
spotify:track:52eP1JV1axI6TMCWfRQg8n,Take The Box,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,7EipJkPSELdLdEBEyCYJX7,Frank (German Version),200186,True,0,0.649,0.503,1,-7.845,0,0.0385,0.0194,1.04e-06,0.11,0.18,115.946,7
spotify:track:58sZbU1uIydLhJt0P4pALy,La Solitude,Wende,3SCB3V2d5Loauz5tfo6Y5G,541ZaZ4Tu6EbJbEveM1pnn,Quand Tu Dors,200893,False,16,0.538,0.0964,9,-19.156,1,0.0818,0.975,0.000852,0.0617,0.21,130.986,5
spotify:track:4fWBgWNctDU62tEUcLmhXv,I Put A Spell On You,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,2XkqMG1S92Mjf4VVmIJ5ir,The Best Of Nina Simone,158200,False,0,0.307,0.304,6,-13.127,0,0.0372,0.9,0.00141,0.0873,0.333,176.897,3
spotify:track:42lOtoOmae4p2AAxADtTV1,See-Line Woman,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,2XkqMG1S92Mjf4VVmIJ5ir,The Best Of Nina Simone,158306,False,0,0.776,0.649,5,-13.861,0,0.186,0.583,2.98e-06,0.149,0.658,119.175,0
spotify:track:2n845ZaLOgpNJ3RinFwE1W,My Baby Just Cares For Me,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,61NF7dNZGwBTumUCH91sA3,The Essential Nina Simone,217626,False,0,0.753,0.407,6,-10.386,0,0.0711,0.858,7.07e-06,0.0968,0.522,118.314,9
spotify:track:7L6dVZR47Wa74LXIhk8aS8,Mr. Bojangles,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,3WVB8a1INWqY6TUieQzn9t,The Very Best Of,299893,False,0,0.484,0.364,6,-10.691,1,0.0311,0.334,1.57e-05,0.22,0.294,113.787,9
spotify:track:2q9JAMiPaRDy4uMRy3jvxw,I Have A Dream - Chillout Mix,Jon Crusoe,2NtckcEAg1WR0pbLyvs83P,4ioKGL0f7gbK4lJIw4O1Pw,Best Of Chill Out Ibiza,343500,False,11,0.54,0.64,9,-8.307,0,0.0288,0.528,0.656,0.0609,0.108,139.964,9
spotify:track:4c8UShHI7yCVJfiw43ClVH,I'm Calling Out - No Coldplay On The Beach Dub,Blue Metheny,26VU0Nnl7hudUhdstDY58A,4ioKGL0f7gbK4lJIw4O1Pw,Best Of Chill Out Ibiza,351593,False,10,0.607,0.818,1,-9.352,1,0.0375,0.107,0.736,0.379,0.573,123.997,22
spotify:track:0zC1swDlcGbDfSBMkNk9XS,Playa Del Mar - Chillout Mix,Starlive Café,0mBoDm5XsWPhM0xl04sFxz,4ioKGL0f7gbK4lJIw4O1Pw,Best Of Chill Out Ibiza,219962,False,8,0.665,0.824,7,-6.429,1,0.0392,0.0996,0.938,0.133,0.636,99.988,1
spotify:track:6EhLk5foAJL5ugO2r7mEhV,To The Sky,Liquid Motion,0hnTypnaWK6NEsjxtfOv0E,4ioKGL0f7gbK4lJIw4O1Pw,Best Of Chill Out Ibiza,242648,False,7,0.548,0.642,9,-8.831,0,0.0308,0.0416,0.000667,0.111,0.144,120.004,6
spotify:track:1ct9KPVyfZJ6CjQTL6OOgq,Guaglione - Vocal,Marino Marini,2XLDoRIbLGPDqTXeTrVIbo,1lkKAxE1nzPGQmg379SdGu,The Talented Mr. Ripley - Music from The Motion Picture,194066,False,0,0.482,0.194,8,-19.109,1,0.0518,0.931,0.000138,0.151,0.523,163.908,17
spotify:track:3HgJgfUCVFUMRhArUiEZsO,Don't Let Me Be Misunderstood,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,3WVB8a1INWqY6TUieQzn9t,The Very Best Of,162853,False,0,0.379,0.512,11,-10.513,0,0.0768,0.771,0.0,0.151,0.53,157.887,24
spotify:track:1ZOic3velengqna87J0zKT,Do What You Gotta Do,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,3WVB8a1INWqY6TUieQzn9t,The Very Best Of,214933,False,0,0.311,0.449,6,-11.444,1,0.0552,0.632,4.03e-05,0.347,0.608,159.452,3
spotify:track:0kMFMFfaYqDIdqRMMfmbel,"Ain't Got No, I Got Life - Remix / Radio Edit",Nina Simone,7G1GBhoKtEPnP86X2PvEYO,3WVB8a1INWqY6TUieQzn9t,The Very Best Of,202266,False,0,0.651,0.821,7,-7.858,1,0.0533,0.0494,0.149,0.141,0.85,122.055,22
spotify:track:0lpC1Y1GBAlzmE2vnVkXti,Miss Q'N,Zap Mama,5UUHefXYUqgqmROQvDmJLL,2IR9rghQNNxHllQxk95O7j,Ancestry in Progress - Disc 1 / Zap Mama Disc - 2,263573,False,13,0.807,0.464,9,-6.965,0,0.11,0.108,0.00161,0.0997,0.577,90.453,8
spotify:track:6ybViy2qrO9sIi41EgRJgx,Don't Know Why,Norah Jones,2Kx7MNY7cI1ENniW7vT30N,1JvoMzqg04nC29gam4Qaiq,Come Away With Me,186146,False,7,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174,7
spotify:track:0AMKZWRgdFfGYYTxiWrwwH,What Am I To You?,Norah Jones,2Kx7MNY7cI1ENniW7vT30N,7GaAXgbFSpcJOiLlFGYyOL,Feels Like Home,210000,False,64,0.651,0.347,0,-9.175,1,0.0341,0.694,0.0249,0.11,0.533,75.978,17
spotify:track:4SCtNUCxnIW6TXzvplAQVu,Strange Transmissions - Chillout Remix,The Peter Malick Group,2KQp9h8634hhAdwmgJ3bjD,0hCi4qBth1sJy2QhXcxuBs,New York City - Deluxe Edition,275586,False,0,0.787,0.592,9,-9.899,0,0.032,0.581,0.00616,0.132,0.709,103.021,1
spotify:track:6K9hwKk00liPSyEemLgiik,Baby It's Cold Outside,Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,3a6KzdXSmRbx5EAhYkSA6p,American Classic,238066,False,40,0.56,0.348,10,-11.181,1,0.0547,0.713,0.0,0.113,0.479,90.296,5
spotify:track:4jLvqslY8dBpnvL81igDo7,Beach Club - Dubfather Balearic Mix,Island Affairs,6QhfAvvIu9TTR88o2IKRbC,0mhlSZsFJh0AgBUSydaeEJ,Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions],224387,False,0,0.702,0.704,1,-9.86,1,0.0487,0.188,0.708,0.851,0.73,118.238,9
spotify:track:7lqrA7RZdx9CtLfBtkGZoc,Tu Vuo' Fa L'Americano - Vocal,Fiorello,4kb7YUXdndyC7yD81bJ08q,1lkKAxE1nzPGQmg379SdGu,The Talented Mr. Ripley - Music from The Motion Picture,181000,False,44,0.485,0.428,9,-12.151,0,0.176,0.448,0.0,0.907,0.54,104.569,22
spotify:track:7kqh8niKevusP5OjKgKIWm,Moanin' - Instrumental,The Guy Barker International Quintet,0mGlaDYvMld4j7Oy6He07p,1lkKAxE1nzPGQmg379SdGu,The Talented Mr. Ripley - Music from The Motion Picture,253760,False,20,0.551,0.33,5,-11.69,0,0.0426,0.222,0.886,0.623,0.615,142.925,12
spotify:track:3cVLU4pcLIbvAnpJiUZGMU,Take Five,Dave Brubeck,3kUKwTJdH8FuWzF8p6Dg9E,2nTzQkCyoqn8vnG9dUCTY4,Jazz Collection,324760,False,8,0.44,0.162,10,-19.153,0,0.0426,0.584,0.00234,0.0796,0.577,170.385,22
spotify:track:0VwqinGSrzBpUFkPntfOhk,When You Where Young,Soesja Citroen,4XrJYhoibwW01av6vddx80,2NGtj7gVY43b3Tjmeir6Hb,Soesja Sings Citroen,248546,False,0,0.595,0.255,0,-15.636,0,0.0337,0.741,1.49e-05,0.0933,0.316,80.522,25
spotify:track:3aAybsnwbtLnZT6c6lbYya,Shall We Dance,Soesja Citroen,4XrJYhoibwW01av6vddx80,0SQdO9qvMhZI73UaxHpEP6,My Funny Valentine,245960,False,0,0.626,0.068,2,-17.342,1,0.0536,0.762,0.0114,0.0853,0.3,124.567,5
spotify:track:0sdVLFLcbH06eFB2FFVQsX,Sad Song,Room Eleven,1fnqrUzStcFzRdTybhaOdT,3u9AhZNqw70yAG2VWwNaJZ,Six White Russians And A Pink Pussycat,232626,False,0,0.63,0.256,6,-12.652,0,0.0425,0.445,3.73e-05,0.0974,0.285,132.287,0
spotify:track:0HxDXAUayBZXU8ZaWdBKyc,Head over Feet - Live / Unplugged,Alanis Morissette,6ogn9necmbUdCppmNnGOdi,0LkVxRq8mZbPUaRgEEvxKv,Live / Unplugged,262560,False,51,0.421,0.734,0,-8.692,1,0.0511,0.0688,0.0,0.974,0.34,168.772,22
spotify:track:4SJVmSB5PqxtHz4bUySzcK,Aftermath,R.E.M.,4KWTAlx2RvbpseOGMEmROg,0ztI29QuzxBLZk6TTMJRlf,Around The Sun,232920,False,0,0.601,0.736,5,-6.417,1,0.0261,0.0703,2.6e-05,0.109,0.703,111.92,12
spotify:track:4CwcvWeCi2rFcLPIJCOwXw,Long Nights,Eddie Vedder,0mXTJETA4XUa12MmmXxZJh,0AF0eSjB3atcLpJ7gQBop5,Music For The Motion Picture Into The Wild,151773,False,0,0.461,0.31,5,-13.052,1,0.0306,0.683,0.00331,0.168,0.0956,109.133,11
spotify:track:2Dk5PNGZiT83jnXKQBLqTa,High Noon,Peter Kruder,47EuUa98YLFZ0nw2bMQKpC,282WlCtT1ZlmmLx4wUWXte,Das Jahr der Taube . A Richard Dorfmeister Selection (Continuous Mix),373386,False,0,0.802,0.726,8,-9.975,0,0.0663,0.0815,0.73,0.118,0.882,100.896,6
spotify:track:1yfrdGxbbEpDWB3luUhxqt,Boss on the Boat,Tosca,0TYvluyvV1Es8lTHiBfnAn,282WlCtT1ZlmmLx4wUWXte,Das Jahr der Taube . A Richard Dorfmeister Selection (Continuous Mix),363333,False,0,0.764,0.666,2,-6.944,1,0.0851,0.0117,0.828,0.151,0.665,99.99,11
spotify:track:0KVG8XyYqp6nymh7rdDsmV,A Brighter Day,Ronny Jordan,32WK2OuP2PG4r7sH7bUfN9,6OPYx8TIsbGLZQAvCddKNh,A Brighter Day,343066,False,32,0.518,0.637,9,-8.304,0,0.032,0.612,0.00495,0.12,0.507,171.829,13
spotify:track:5U1KqZslhFio3AoRUOxCmJ,(The Theme From) Underworld,Ronny Jordan,32WK2OuP2PG4r7sH7bUfN9,2XkVhDoUjbZ5vll7oR6sDo,Off The Record,316466,False,13,0.787,0.202,4,-9.88,0,0.0632,0.237,0.874,0.086,0.18,93.82,0
spotify:track:1bjhlHjYLqVRAz79K7vRfl,New York City - DJ Strobe Brooklyn Broken Beat Remix,The Peter Malick Group,2KQp9h8634hhAdwmgJ3bjD,0hCi4qBth1sJy2QhXcxuBs,New York City - Deluxe Edition,245213,False,0,0.771,0.581,0,-10.315,1,0.0474,0.0457,0.00153,0.0644,0.814,95.968,25
spotify:track:1y5Oft6hjMImtGC0KhJcTh,Deceptively Yours - DJ Strobe 7 Below Zero Remix,The Peter Malick Group,2KQp9h8634hhAdwmgJ3bjD,0hCi4qBth1sJy2QhXcxuBs,New York City - Deluxe Edition,265853,False,0,0.62,0.424,5,-12.471,0,0.0285,0.292,0.00205,0.179,0.343,111.428,7
spotify:track:6FR2Rh8tqSaHMTuAa3iML7,Samba da Bencao,Bebel Gilberto,6gk4ierjjSVPoZep27VfZz,5atdzbc0d7OcHTrU2WBJRN,Tanto Tempo,287266,False,0,0.662,0.497,6,-9.73,1,0.0326,0.174,0.000233,0.105,0.544,80.843,0
spotify:track:1AzdtqjIVvaGd8c8kKk9ia,Aganjú - Latin Project Mix,Bebel Gilberto,6gk4ierjjSVPoZep27VfZz,3yZndjoV1bgLxeLiMWwZtU,Bebel Gilberto Remixed,324533,False,0,0.766,0.873,10,-5.783,0,0.0425,0.0292,0.0773,0.125,0.683,100.002,7
spotify:track:7Fg2IkcDuHxNmUKS1iqcgK,Simplesmente,Bebel Gilberto,6gk4ierjjSVPoZep27VfZz,5ObqIYfoKdPVbTJLEvFOzP,Bebel Gilberto,289160,False,0,0.657,0.343,1,-11.857,1,0.0258,0.567,0.00195,0.185,0.251,106.027,9
spotify:track:2x94kf6UCzIEQZ9IxFSscn,Until the Morning,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,6p1BI7i1XIGzJCr0cfp0US,It Takes A Thief,236986,False,0,0.603,0.433,4,-9.673,0,0.0473,0.203,0.0653,0.114,0.294,71.986,12
spotify:track:13yAMvQOBIuDrWG2pZlAbo,You Know I'm No Good,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,5wetIcjVBlazBr5DtxLdQL,Back To Black,256946,False,0,0.698,0.811,11,-3.594,0,0.03,0.0154,0.0029,0.0617,0.732,102.985,22
spotify:track:6QTjqPIx9cbihtDNIqh52V,He Can Only Hold Her,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,5wetIcjVBlazBr5DtxLdQL,Back To Black,166400,False,0,0.655,0.83,1,-4.311,0,0.0603,0.0213,0.00787,0.0584,0.691,98.394,22
spotify:track:5Og47k4AHrotP2QP36p5iO,Warwick Avenue,Duffy,37NqXwtb6nIEqRt4EJSoIO,7HPrr0iy8FSvvCtfPWeKRA,Rockferry (intl Deluxe Edition),226386,False,0,0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,22
spotify:track:4PzymFzBQcRfYF4c8Ud1HB,Stepping Stone,Duffy,37NqXwtb6nIEqRt4EJSoIO,7HPrr0iy8FSvvCtfPWeKRA,Rockferry (intl Deluxe Edition),209453,False,0,0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,6
spotify:track:3ip0KvaAVtlzhXSUI17nkj,A Night Like This,Caro Emerald,492hDmhPyuIjP3MgTcIqgm,77uxqg6rzVeb3gnAtue7ss,538 Hitzone 52,226520,False,0,0.861,0.662,8,-7.611,1,0.0438,0.426,0.0,0.105,0.945,122.987,0
spotify:track:2HSEXxOWGrmkUDa1ftt6iQ,Just One Dance,Caro Emerald,492hDmhPyuIjP3MgTcIqgm,5uJAvq7u1L2veIHdNvkvT7,This is Vintage Now,240853,False,26,0.777,0.555,8,-6.049,0,0.0358,0.444,0.0,0.0487,0.757,110.5,7
spotify:track:6iza5Sr6Izhy0HASufI11P,Riviera Life,Caro Emerald,492hDmhPyuIjP3MgTcIqgm,0A91L3NVoazGwzEZPuONV6,Deleted Scenes From The Cutting Room Floor,210626,False,0,0.68,0.904,10,-6.23,1,0.0478,0.466,1.78e-05,0.0748,0.96,81.99,22
spotify:track:0RY3gqRLjuJtDh7s6fP7RX,Stuck,Caro Emerald,492hDmhPyuIjP3MgTcIqgm,0A91L3NVoazGwzEZPuONV6,Deleted Scenes From The Cutting Room Floor,275013,False,0,0.916,0.873,8,-6.695,1,0.0381,0.264,0.00353,0.102,0.982,122.994,0
spotify:track:04zm16Wb5rUuQzhpC8JsZh,That Man,Caro Emerald,492hDmhPyuIjP3MgTcIqgm,0A91L3NVoazGwzEZPuONV6,Deleted Scenes From The Cutting Room Floor,232693,False,0,0.742,0.815,8,-5.642,0,0.13,0.757,0.0032,0.0797,0.884,206.964,22
spotify:track:08NLAJTO0CBHd2XLHgLxvX,Stuck In The Middle With You,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,594mndqdosD7SgLYBRPkCp,Reservoir Dogs (Soundtrack),203333,False,0,0.786,0.549,7,-10.485,1,0.0395,0.0851,0.000295,0.106,0.965,124.139,25
spotify:track:2FGiQcuqgfjPtCF3WAjT3U,'S Wonderful,Diana Krall,5z1VAFwT35EVvCp1XlZZuL,73DrrvGY20s9bAAejnJ1s7,The Very Best Of Diana Krall (UK Version),264560,False,0,0.564,0.335,3,-15.393,1,0.0285,0.768,0.00775,0.207,0.408,130.683,12
spotify:track:1jDd9tXVxIAKF2nTYlrfBg,These Arms of Mine,Otis Redding,60df5JBRRPcnSpsIMxxwQm,5GISxo4Igi2GPbeHlBnAPj,Definitive Soul: Otis Redding,154293,False,36,0.42,0.288,10,-12.597,1,0.0312,0.817,0.0,0.306,0.699,177.1,27
spotify:track:3H09hP1CKgKbA7SYIgKi02,Speechless,Count Basic,6j8m6cVc4301niMvVMP0kz,75U4SwucFSlW2uiOrWfEzZ,Best Of,263973,False,0,0.642,0.481,9,-12.07,0,0.0354,0.264,0.00455,0.0874,0.535,124.094,1
spotify:track:6JTt4Q7sNkIbMf3BckhaZ8,Chillin' With Me - Funky Beach House Mix,Dublication,0Q28iLv1MydqaUGDt4Wmr5,2ARnBqJUrvRnV6mW5RFt9O,Chill Out Ibiza (Chillhouse Beach House Vol.1),218778,False,11,0.755,0.667,4,-9.313,0,0.0482,0.644,0.0266,0.172,0.258,116.011,1
spotify:track:0vAxpiyhUGkd4dnPhV0q4P,Inside My Mind (Blue Skies),Groove Armada,67tgMwUfnmqzYsNAtnP6YJ,1ddwbPYRpYFVQVhmynFd0s,Original Album Classics,479640,False,0,0.632,0.747,5,-11.717,1,0.0455,0.00338,0.89,0.265,0.225,163.995,0
spotify:track:1wiwucQCEeXKVKeL63vVj1,Give It Away,Zero 7,14H7ag1wpQOsPPQJOD6Dqr,79coNjazSJD8z4WHyhCz4w,Simple Things (Eastwest Release),317400,False,0,0.552,0.554,6,-8.703,1,0.027,0.0338,0.594,0.127,0.451,101.319,22
spotify:track:0e53M1gFGQZvfDFgcC95MW,Swing,Zero 7,14H7ag1wpQOsPPQJOD6Dqr,2pM7f9qa3SZCkI5NeGjsa5,Yeah Ghost,237600,False,0,0.574,0.579,5,-7.806,1,0.0274,0.22,3.6e-06,0.0581,0.306,145.922,0
spotify:track:258Jf6ZYHkb9I8n9FUs82V,Pop Art Blue,Zero 7,14H7ag1wpQOsPPQJOD6Dqr,2pM7f9qa3SZCkI5NeGjsa5,Yeah Ghost,263333,False,0,0.684,0.459,0,-12.289,1,0.0518,0.664,0.00022,0.0673,0.548,83.969,22
spotify:track:2eYYn1t3A29SFhrSPRWMLQ,Crimson,Morcheeba,6bWxFw65IEJzBYjx3SxUXd,7cItd7m5La8KtwMk9T63MQ,Blood Like Lemonade,312280,False,0,0.444,0.344,7,-10.192,1,0.039,0.0799,0.0104,0.106,0.165,64.413,0
spotify:track:7jnvyv8LA2gHUnp4WS0yuo,Fun For Me,Moloko,4aaBjq7VqqQvpSF69GglvO,6V2R94jpJBxSyFpL5UiBTs,Catalogue,227933,False,0,0.803,0.791,10,-6.879,0,0.204,0.35,1.8e-05,0.184,0.661,90.256,17
spotify:track:4d8EFwexIj2rtX4fIT2l8Q,A Sorta Fairytale,Tori Amos,1KsASRNugxU85T0u6zSg32,29GVlUeSHwBCbf31VaGaCO,Scarlet's Walk,328600,False,46,0.605,0.463,5,-9.805,0,0.0433,0.683,0.0206,0.091,0.888,153.072,20
spotify:track:1mxiwKmq0bXzigEaxEzWVO,One Of These Mornings,Moby,3OsRAKCvk37zwYcnzRf5XF,3DxUnsVpofjCNk5OF1im8J,18,192693,False,0,0.404,0.459,11,-8.323,0,0.034,0.158,0.66,0.0818,0.0475,91.323,12
spotify:track:6UPW1dEXiy0dEfGCYRhqfo,Another Woman,Moby,3OsRAKCvk37zwYcnzRf5XF,3DxUnsVpofjCNk5OF1im8J,18,236066,False,0,0.602,0.446,11,-11.608,0,0.0378,0.0841,0.846,0.122,0.495,110.899,0
spotify:track:1iqDKPrllPS2D4QTxdG4kH,Sunday (The Day Before My Birthday),Moby,3OsRAKCvk37zwYcnzRf5XF,3DxUnsVpofjCNk5OF1im8J,18,309280,False,0,0.603,0.679,9,-10.386,0,0.0357,0.00102,0.833,0.432,0.307,95.01,9
spotify:track:13KvP86PAjJFpMsIA6Mew5,Sleep Alone,Moby,3OsRAKCvk37zwYcnzRf5XF,3DxUnsVpofjCNk5OF1im8J,18,285360,False,0,0.36,0.262,7,-14.941,0,0.0337,0.878,0.77,0.124,0.456,81.407,1
